nDigis,iEta,iPhi,Depth,Mean TDC time[ns], TDC time RMS[ns], Uncertainty,Adjustment[ns],Adjustment[phase units],Net adjustment combined with first round
28922,24,51,3,80.30,2.14,0.013,0.7,1,-14
11121,24,51,4,80.51,2.54,0.024,0.5,1,-9
5051,24,51,5,80.51,2.94,0.041,0.5,1,-10
1213,24,51,6,80.44,4.55,0.131,0.6,1,-12
1036806,24,53,1,80.51,3.59,0.004,0.5,1,-16
135320,24,53,2,79.09,2.01,0.005,1.9,4,-13
32561,24,53,3,79.30,2.11,0.012,1.7,3,-13
14246,24,53,4,80.38,2.62,0.022,0.6,1,-13
5805,24,53,5,80.28,2.84,0.037,0.7,1,-9
1248,24,53,6,80.11,3.87,0.110,0.9,2,-9
1193002,24,55,1,80.83,3.67,0.003,0.2,0,-19
121722,24,55,2,80.62,2.11,0.006,0.4,1,-15
38277,24,55,3,80.21,2.21,0.011,0.8,2,-16
13524,24,55,4,80.24,2.58,0.022,0.8,2,-10
6935,24,55,5,80.00,2.92,0.035,1.0,2,-10
1398,24,55,6,79.69,4.13,0.110,1.3,3,-13
339009,24,57,1,80.14,2.91,0.005,0.9,2,-15
78420,24,57,2,80.32,1.96,0.007,0.7,1,-12
30939,24,57,3,80.51,2.14,0.012,0.5,1,-13
13720,24,57,4,80.35,2.48,0.021,0.7,1,-13
6313,24,57,5,80.53,2.85,0.036,0.5,1,-8
1125,24,57,6,80.34,3.80,0.113,0.7,1,-10
1024894,24,59,1,80.43,3.48,0.003,0.6,1,-19
140213,24,59,2,80.09,2.01,0.005,0.9,2,-15
39090,24,59,3,80.22,2.13,0.011,0.8,2,-15
14107,24,59,4,80.51,2.47,0.021,0.5,1,-13
5443,24,59,5,80.55,2.87,0.039,0.4,1,-12
1058,24,59,6,80.22,4.27,0.131,0.8,2,-15
953188,24,61,1,80.47,3.55,0.004,0.5,1,-18
92645,24,61,2,80.56,2.07,0.007,0.4,1,-13
32020,24,61,3,80.09,2.17,0.012,0.9,2,-14
15058,24,61,4,80.20,2.45,0.020,0.8,2,-13
6329,24,61,5,80.28,2.85,0.036,0.7,1,-10
1068,24,61,6,80.18,3.85,0.118,0.8,2,-11
1044501,24,63,1,80.74,3.65,0.004,0.3,1,-20
131587,24,63,2,80.38,2.05,0.006,0.6,1,-17
37570,24,63,3,80.33,2.19,0.011,0.7,1,-17
15107,24,63,4,80.53,2.46,0.020,0.5,1,-12
6225,24,63,5,80.29,3.24,0.041,0.7,1,-13
1243,24,63,6,80.71,4.65,0.132,0.3,1,-14
1069293,24,65,1,80.68,3.53,0.003,0.3,1,-17
123748,24,65,2,80.56,2.17,0.006,0.4,1,-15
41209,24,65,3,80.37,2.19,0.011,0.6,1,-15
15366,24,65,4,80.51,2.39,0.019,0.5,1,-13
7252,24,65,5,80.27,2.83,0.033,0.7,1,-11
1415,24,65,6,80.42,4.20,0.112,0.6,1,-12
1237934,24,67,1,80.67,3.61,0.003,0.3,1,-20
124664,24,67,2,80.55,2.00,0.006,0.5,1,-15
36939,24,67,3,80.06,2.25,0.012,0.9,2,-16
9934,24,67,4,80.16,2.43,0.024,0.8,2,-13
4933,24,67,5,80.27,3.10,0.044,0.7,1,-12
1363,24,67,6,80.45,4.23,0.115,0.6,1,-14
843724,24,69,1,80.77,3.38,0.004,0.2,0,-17
84276,24,69,2,80.25,1.97,0.007,0.8,2,-13
32125,24,69,3,80.64,2.19,0.012,0.4,1,-14
15481,24,69,4,80.58,2.45,0.020,0.4,1,-12
6756,24,69,5,80.39,2.76,0.034,0.6,1,-10
1609,24,69,6,80.25,3.76,0.094,0.7,1,-12
1034758,24,71,1,80.65,3.52,0.003,0.3,1,-20
163456,24,71,2,80.19,2.06,0.005,0.8,2,-16
38452,24,71,3,80.58,2.11,0.011,0.4,1,-16
13149,24,71,4,80.72,2.36,0.021,0.3,1,-12
6055,24,71,5,80.23,2.95,0.038,0.8,2,-12
1477,24,71,6,80.25,4.16,0.108,0.7,1,-15
1394966,25,1,1,80.76,3.16,0.003,0.2,0,-19
167533,25,1,2,80.24,1.94,0.005,0.8,2,-14
49234,25,1,3,80.50,2.03,0.009,0.5,1,-15
26773,25,1,4,80.28,2.46,0.015,0.7,1,-13
9232,25,1,5,80.70,2.93,0.031,0.3,1,-11
2775,25,1,6,80.65,3.91,0.074,0.3,1,-14
1690120,25,3,1,80.82,3.00,0.002,0.2,0,-20
163868,25,3,2,80.40,1.78,0.004,0.6,1,-15
53705,25,3,3,80.58,2.03,0.009,0.4,1,-17
21668,25,3,4,80.46,2.38,0.016,0.5,1,-15
7908,25,3,5,80.30,2.85,0.032,0.7,1,-15
2108,25,3,6,80.24,4.17,0.091,0.8,2,-19
1807610,25,5,1,80.95,3.27,0.002,0.1,0,-20
205618,25,5,2,80.52,1.81,0.004,0.5,1,-13
64382,25,5,3,80.28,2.03,0.008,0.7,1,-14
26865,25,5,4,80.72,2.49,0.015,0.3,1,-12
10366,25,5,5,80.41,2.89,0.028,0.6,1,-11
3286,25,5,6,80.33,3.90,0.068,0.7,1,-14
1360280,25,7,1,80.84,3.15,0.003,0.2,0,-19
160927,25,7,2,80.47,1.84,0.005,0.5,1,-14
42438,25,7,3,80.69,1.97,0.010,0.3,1,-14
20252,25,7,4,80.69,2.36,0.017,0.3,1,-11
9416,25,7,5,80.65,2.87,0.030,0.4,1,-12
2688,25,7,6,80.81,4.21,0.081,0.2,0,-18
1586065,25,9,1,81.04,3.03,0.002,-0.0,0,-16
187786,25,9,2,80.45,1.81,0.004,0.6,1,-12
64000,25,9,3,80.61,2.12,0.008,0.4,1,-13
20969,25,9,4,80.37,2.25,0.016,0.6,1,-11
14488,25,9,5,80.55,2.86,0.024,0.4,1,-9
2712,25,9,6,80.43,4.06,0.078,0.6,1,-13
1392926,25,11,1,80.82,3.05,0.003,0.2,0,-20
145448,25,11,2,80.28,1.72,0.005,0.7,1,-15
47200,25,11,3,80.55,1.95,0.009,0.4,1,-15
23022,25,11,4,80.59,2.54,0.017,0.4,1,-15
10261,25,11,5,80.49,3.00,0.030,0.5,1,-13
2210,25,11,6,80.47,4.08,0.087,0.5,1,-19
1860151,25,13,1,80.73,3.13,0.002,0.3,1,-17
208561,25,13,2,80.74,1.80,0.004,0.3,1,-13
72995,25,13,3,80.56,2.15,0.008,0.4,1,-15
22807,25,13,4,80.49,2.39,0.016,0.5,1,-12
12506,25,13,5,80.48,3.04,0.027,0.5,1,-11
2793,25,13,6,80.34,3.98,0.075,0.7,1,-14
1405527,25,15,1,80.56,2.99,0.003,0.4,1,-20
135770,25,15,2,80.38,1.73,0.005,0.6,1,-16
41664,25,15,3,80.52,2.00,0.010,0.5,1,-18
23145,25,15,4,80.64,2.31,0.015,0.4,1,-14
9083,25,15,5,80.73,2.99,0.031,0.3,1,-16
2117,25,15,6,80.38,3.70,0.080,0.6,1,-21
1672465,25,17,1,80.93,3.20,0.002,0.1,0,-19
181873,25,17,2,80.36,1.79,0.004,0.6,1,-13
57853,25,17,3,80.63,1.96,0.008,0.4,1,-14
24486,25,17,4,80.55,2.43,0.016,0.4,1,-12
11336,25,17,5,80.55,3.06,0.029,0.4,1,-11
2978,25,17,6,80.39,3.96,0.073,0.6,1,-15
1545806,25,19,1,80.74,3.00,0.002,0.3,1,-18
134719,25,19,2,80.40,1.71,0.005,0.6,1,-14
46447,25,19,3,80.41,2.03,0.009,0.6,1,-14
17688,25,19,4,80.72,2.42,0.018,0.3,1,-13
8574,25,19,5,80.56,2.89,0.031,0.4,1,-12
2150,25,19,6,80.42,3.80,0.082,0.6,1,-16
1594999,25,21,1,81.04,3.11,0.002,-0.0,0,-17
217816,25,21,2,80.38,1.86,0.004,0.6,1,-13
58670,25,21,3,80.67,1.98,0.008,0.3,1,-12
22814,25,21,4,80.64,2.43,0.016,0.4,1,-12
10377,25,21,5,80.58,2.80,0.028,0.4,1,-9
3053,25,21,6,80.52,4.13,0.075,0.5,1,-13
1548789,25,23,1,80.64,2.91,0.002,0.4,1,-17
164955,25,23,2,80.38,1.69,0.004,0.6,1,-14
42472,25,23,3,80.89,1.90,0.009,0.1,0,-13
17281,25,23,4,80.70,2.30,0.018,0.3,1,-13
8408,25,23,5,80.37,3.12,0.034,0.6,1,-12
2539,25,23,6,80.65,3.83,0.076,0.4,1,-15
1641572,25,25,1,80.65,3.07,0.002,0.3,1,-17
181817,25,25,2,80.54,1.80,0.004,0.5,1,-13
45378,25,25,3,80.41,1.92,0.009,0.6,1,-12
16895,25,25,4,80.57,2.35,0.018,0.4,1,-12
9805,25,25,5,80.29,2.85,0.029,0.7,1,-10
3749,25,25,6,80.71,4.26,0.070,0.3,1,-13
1446484,25,27,1,81.05,2.94,0.002,-0.1,0,-17
141535,25,27,2,80.64,1.72,0.005,0.4,1,-12
44832,25,27,3,80.62,1.94,0.009,0.4,1,-13
23512,25,27,4,80.57,2.40,0.016,0.4,1,-14
10683,25,27,5,80.53,2.97,0.029,0.5,1,-11
2139,25,27,6,80.35,3.99,0.086,0.6,1,-15
1219261,25,29,1,80.84,2.90,0.003,0.2,0,-15
119808,25,29,2,80.39,1.77,0.005,0.6,1,-12
63452,25,29,3,80.57,2.14,0.009,0.4,1,-13
25781,25,29,4,80.44,2.44,0.015,0.6,1,-11
10351,25,29,5,80.53,2.98,0.029,0.5,1,-9
3259,25,29,6,80.75,3.91,0.068,0.3,1,-12
1397903,25,31,1,80.86,2.98,0.003,0.1,0,-18
166725,25,31,2,80.38,1.81,0.004,0.6,1,-14
50998,25,31,3,80.40,1.92,0.009,0.6,1,-14
19919,25,31,4,80.78,2.34,0.017,0.2,0,-14
9157,25,31,5,80.35,2.95,0.031,0.6,1,-13
2000,25,31,6,80.43,3.76,0.084,0.6,1,-9
1318044,25,33,1,80.74,3.06,0.003,0.3,1,-17
181366,25,33,2,80.30,1.90,0.004,0.7,1,-13
67473,25,33,3,80.64,2.04,0.008,0.4,1,-12
28442,25,33,4,80.45,2.42,0.014,0.5,1,-12
9605,25,33,5,80.71,2.91,0.030,0.3,1,-9
3126,25,33,6,80.11,3.88,0.069,0.9,2,-12
1541505,25,35,1,80.83,3.12,0.003,0.2,0,-20
153624,25,35,2,80.46,1.79,0.005,0.5,1,-15
45789,25,35,3,80.52,1.92,0.009,0.5,1,-14
23293,25,35,4,80.81,2.41,0.016,0.2,0,-14
8936,25,35,5,80.65,2.92,0.031,0.3,1,-12
2083,25,35,6,80.50,3.98,0.087,0.5,1,-18
1513184,25,37,1,80.79,3.07,0.002,0.2,0,-17
191328,25,37,2,80.45,1.85,0.004,0.6,1,-13
48572,25,37,3,80.83,1.98,0.009,0.2,0,-12
22790,25,37,4,80.62,2.41,0.016,0.4,1,-12
10748,25,37,5,80.59,2.96,0.029,0.4,1,-8
2570,25,37,6,80.55,4.32,0.085,0.4,1,-13
1439483,25,39,1,80.84,3.02,0.003,0.2,0,-19
190854,25,39,2,80.71,1.78,0.004,0.3,1,-14
52117,25,39,3,80.68,1.99,0.009,0.3,1,-14
24279,25,39,4,80.75,2.33,0.015,0.3,1,-14
9456,25,39,5,80.48,3.00,0.031,0.5,1,-13
2535,25,39,6,80.72,4.49,0.089,0.3,1,-18
1577521,25,41,1,80.82,3.27,0.003,0.2,0,-20
178354,25,41,2,80.74,1.76,0.004,0.3,1,-12
48103,25,41,3,80.53,2.04,0.009,0.5,1,-14
21101,25,41,4,80.53,2.28,0.016,0.5,1,-12
11881,25,41,5,80.64,3.12,0.029,0.4,1,-11
3276,25,41,6,80.55,4.07,0.071,0.5,1,-14
1361046,25,43,1,80.88,3.02,0.003,0.1,0,-19
152541,25,43,2,80.38,1.77,0.005,0.6,1,-14
52651,25,43,3,80.45,1.97,0.009,0.6,1,-14
22155,25,43,4,80.36,2.35,0.016,0.6,1,-14
10274,25,43,5,80.31,2.86,0.028,0.7,1,-13
2066,25,43,6,80.33,3.95,0.087,0.7,1,-18
1635154,25,45,1,80.90,3.30,0.003,0.1,0,-19
171593,25,45,2,80.36,1.78,0.004,0.6,1,-13
69295,25,45,3,80.25,2.06,0.008,0.7,1,-14
25270,25,45,4,80.69,2.44,0.015,0.3,1,-11
12410,25,45,5,80.65,2.90,0.026,0.3,1,-10
3386,25,45,6,80.48,3.88,0.067,0.5,1,-13
1509997,25,47,1,80.58,2.97,0.002,0.4,1,-18
164530,25,47,2,80.31,1.78,0.004,0.7,1,-14
54047,25,47,3,80.63,1.99,0.009,0.4,1,-16
19036,25,47,4,80.26,2.40,0.017,0.7,1,-13
7987,25,47,5,80.27,2.70,0.030,0.7,1,-15
2200,25,47,6,80.35,4.11,0.088,0.6,1,-18
1391834,25,49,1,80.93,3.16,0.003,0.1,0,-17
163058,25,49,2,80.33,1.84,0.005,0.7,1,-14
54793,25,49,3,80.38,1.92,0.008,0.6,1,-12
26636,25,49,4,80.54,2.48,0.015,0.5,1,-13
11630,25,49,5,80.30,2.85,0.026,0.7,1,-10
2851,25,49,6,80.26,4.03,0.076,0.7,1,-14
1128267,25,51,1,80.90,3.04,0.003,0.1,0,-18
146376,25,51,2,80.38,1.79,0.005,0.6,1,-13
47539,25,51,3,80.56,1.99,0.009,0.4,1,-14
28563,25,51,4,80.33,2.44,0.014,0.7,1,-13
8709,25,51,5,80.28,3.13,0.034,0.7,1,-13
2225,25,51,6,80.48,4.24,0.090,0.5,1,-16
1664029,25,53,1,80.81,3.14,0.002,0.2,0,-17
194665,25,53,2,81.45,1.86,0.004,-0.4,-1,-15
68433,25,53,3,80.41,2.09,0.008,0.6,1,-12
27894,25,53,4,80.47,2.47,0.015,0.5,1,-12
11643,25,53,5,80.42,3.06,0.028,0.6,1,-9
3109,25,53,6,80.22,4.09,0.073,0.8,2,-13
1524721,25,55,1,80.75,3.07,0.002,0.3,1,-17
133340,25,55,2,80.43,1.84,0.005,0.6,1,-14
57579,25,55,3,80.64,2.00,0.008,0.4,1,-13
24919,25,55,4,79.00,2.39,0.015,2.0,4,-14
10427,25,55,5,80.49,2.91,0.028,0.5,1,-13
2257,25,55,6,80.39,3.96,0.083,0.6,1,-17
1581522,25,57,1,80.52,2.93,0.002,0.5,1,-15
156639,25,57,2,80.61,1.83,0.005,0.4,1,-12
50754,25,57,3,80.31,2.03,0.009,0.7,1,-14
27398,25,57,4,80.68,2.53,0.015,0.3,1,-12
11550,25,57,5,80.02,2.80,0.026,1.0,2,-10
2748,25,57,6,80.12,3.89,0.074,0.9,2,-14
1291577,25,59,1,80.58,3.26,0.003,0.4,1,-22
183661,25,59,2,80.22,1.81,0.004,0.8,2,-15
49384,25,59,3,80.38,1.99,0.009,0.6,1,-16
22489,25,59,4,80.42,2.46,0.016,0.6,1,-15
10228,25,59,5,80.36,3.15,0.031,0.6,1,-14
1605,25,59,6,80.36,3.97,0.099,0.6,1,-19
335018,25,61,1,80.38,2.57,0.004,0.6,1,-19
196431,25,61,2,80.47,1.87,0.004,0.5,1,-13
49269,25,61,3,80.40,2.08,0.009,0.6,1,-15
34051,25,61,4,80.62,2.49,0.014,0.4,1,-14
12735,25,61,5,80.25,2.92,0.026,0.8,2,-10
2990,25,61,6,80.58,4.17,0.076,0.4,1,-14
1575572,25,63,1,80.51,3.17,0.003,0.5,1,-19
149741,25,63,2,80.45,1.73,0.004,0.5,1,-14
45714,25,63,3,80.38,1.91,0.009,0.6,1,-15
19774,25,63,4,80.55,2.40,0.017,0.4,1,-13
9617,25,63,5,80.47,3.02,0.031,0.5,1,-13
2478,25,63,6,80.23,3.94,0.079,0.8,2,-16
1149167,25,65,1,80.72,2.94,0.003,0.3,1,-17
179645,25,65,2,80.52,1.79,0.004,0.5,1,-14
59227,25,65,3,80.27,2.11,0.009,0.7,1,-17
25535,25,65,4,80.08,2.47,0.015,0.9,2,-13
11695,25,65,5,80.24,2.83,0.026,0.8,2,-13
2746,25,65,6,80.35,3.96,0.076,0.6,1,-19
1462765,25,67,1,80.54,3.08,0.003,0.5,1,-19
156004,25,67,2,80.29,1.76,0.004,0.7,1,-15
54565,25,67,3,80.37,2.11,0.009,0.6,1,-17
22481,25,67,4,80.57,2.45,0.016,0.4,1,-13
8973,25,67,5,80.20,2.82,0.030,0.8,2,-12
2478,25,67,6,80.11,4.09,0.082,0.9,2,-17
1446096,25,69,1,80.81,3.01,0.003,0.2,0,-18
212696,25,69,2,80.25,1.80,0.004,0.7,1,-13
53754,25,69,3,80.54,2.07,0.009,0.5,1,-14
31887,25,69,4,80.24,2.42,0.014,0.8,2,-13
13185,25,69,5,80.33,2.89,0.025,0.7,1,-11
2951,25,69,6,80.03,4.34,0.080,1.0,2,-14
1553972,25,71,1,80.59,3.15,0.003,0.4,1,-20
144749,25,71,2,80.49,1.69,0.004,0.5,1,-16
57618,25,71,3,80.20,2.04,0.008,0.8,2,-16
22129,25,71,4,80.72,2.32,0.016,0.3,1,-15
12128,25,71,5,80.68,3.02,0.027,0.3,1,-13
2238,25,71,6,80.61,3.90,0.082,0.4,1,-17
1643498,26,1,1,80.97,2.76,0.002,0.0,0,-18
100985,26,1,2,80.35,1.51,0.005,0.6,1,-15
71076,26,1,3,80.65,1.71,0.006,0.3,1,-13
46001,26,1,4,80.48,2.02,0.009,0.5,1,-15
37778,26,1,5,80.81,2.19,0.011,0.2,0,-14
16784,26,1,6,80.63,2.73,0.021,0.4,1,-11
5437,26,1,7,80.07,3.66,0.050,0.9,2,-14
1908671,26,3,1,81.04,2.51,0.002,-0.0,0,-20
150633,26,3,2,80.86,1.57,0.004,0.1,0,-18
68530,26,3,3,80.69,1.71,0.007,0.3,1,-17
33535,26,3,4,80.43,1.92,0.010,0.6,1,-15
37135,26,3,5,80.79,2.36,0.012,0.2,0,-17
20478,26,3,6,80.43,3.08,0.021,0.6,1,-16
6781,26,3,7,80.46,4.28,0.052,0.5,1,-20
1855971,26,5,1,81.05,2.67,0.002,-0.0,0,-18
114024,26,5,2,80.77,1.61,0.005,0.2,0,-15
78663,26,5,3,80.34,1.79,0.006,0.7,1,-16
71565,26,5,4,80.40,2.12,0.008,0.6,1,-16
38926,26,5,5,80.44,2.39,0.012,0.6,1,-15
25592,26,5,6,80.65,2.89,0.018,0.4,1,-13
6798,26,5,7,80.54,3.92,0.048,0.5,1,-18
2030661,26,7,1,81.00,2.35,0.002,0.0,0,-17
160203,26,7,2,80.45,1.64,0.004,0.5,1,-16
60910,26,7,3,80.48,1.64,0.007,0.5,1,-14
29683,26,7,4,80.38,1.91,0.011,0.6,1,-14
38502,26,7,5,80.72,2.37,0.012,0.3,1,-14
22766,26,7,6,80.54,3.03,0.020,0.5,1,-12
4841,26,7,7,80.49,4.07,0.058,0.5,1,-16
2056236,26,9,1,80.79,2.83,0.002,0.2,0,-17
141790,26,9,2,80.75,1.52,0.004,0.3,1,-11
86095,26,9,3,80.79,1.86,0.006,0.2,0,-13
49010,26,9,4,80.52,2.01,0.009,0.5,1,-13
46963,26,9,5,80.62,2.40,0.011,0.4,1,-12
23747,26,9,6,80.49,2.85,0.018,0.5,1,-10
4252,26,9,7,80.44,3.90,0.060,0.6,1,-13
2040849,26,11,1,80.77,2.50,0.002,0.2,0,-20
115930,26,11,2,80.57,1.58,0.005,0.4,1,-18
68037,26,11,3,80.69,1.74,0.007,0.3,1,-16
38038,26,11,4,80.81,1.94,0.010,0.2,0,-17
46451,26,11,5,80.38,2.40,0.011,0.6,1,-17
21113,26,11,6,80.61,2.93,0.020,0.4,1,-14
6205,26,11,7,80.32,3.92,0.050,0.7,1,-19
2071915,26,13,1,80.83,2.63,0.002,0.2,0,-18
153828,26,13,2,80.69,1.62,0.004,0.3,1,-15
75066,26,13,3,80.31,1.63,0.006,0.7,1,-15
35265,26,13,4,80.68,1.94,0.010,0.3,1,-14
38161,26,13,5,80.33,2.26,0.012,0.7,1,-15
21806,26,13,6,80.62,2.85,0.019,0.4,1,-13
5386,26,13,7,80.70,3.77,0.051,0.3,1,-15
1916484,26,15,1,80.75,2.53,0.002,0.2,0,-19
155059,26,15,2,80.54,1.57,0.004,0.5,1,-16
61931,26,15,3,80.93,1.68,0.007,0.1,0,-16
43862,26,15,4,80.44,1.98,0.009,0.6,1,-15
39804,26,15,5,80.69,2.36,0.012,0.3,1,-15
25944,26,15,6,80.28,3.15,0.020,0.7,1,-16
6776,26,15,7,80.55,4.11,0.050,0.4,1,-19
1882899,26,17,1,80.71,2.48,0.002,0.3,1,-16
83383,26,17,2,80.79,1.52,0.005,0.2,0,-15
73344,26,17,3,80.84,1.66,0.006,0.2,0,-14
40656,26,17,4,80.65,2.01,0.010,0.3,1,-14
42180,26,17,5,80.34,2.25,0.011,0.7,1,-15
20927,26,17,6,80.70,2.90,0.020,0.3,1,-10
4470,26,17,7,80.37,4.04,0.060,0.6,1,-16
2305002,26,19,1,80.82,2.60,0.002,0.2,0,-19
131793,26,19,2,80.74,1.50,0.004,0.3,1,-16
78387,26,19,3,80.63,1.72,0.006,0.4,1,-14
29121,26,19,4,80.32,2.05,0.012,0.7,1,-16
46159,26,19,5,80.52,2.39,0.011,0.5,1,-14
21223,26,19,6,80.46,2.97,0.020,0.5,1,-14
4482,26,19,7,80.41,3.96,0.059,0.6,1,-17
2300536,26,21,1,80.61,2.47,0.002,0.4,1,-16
124179,26,21,2,80.48,1.60,0.005,0.5,1,-14
77899,26,21,3,80.40,1.72,0.006,0.6,1,-13
49128,26,21,4,80.73,2.14,0.010,0.3,1,-14
48787,26,21,5,80.44,2.42,0.011,0.6,1,-14
26679,26,21,6,80.73,2.93,0.018,0.3,1,-11
5937,26,21,7,80.38,4.11,0.053,0.6,1,-14
2233476,26,23,1,80.88,2.60,0.002,0.1,0,-19
141573,26,23,2,80.61,1.53,0.004,0.4,1,-16
62625,26,23,3,80.69,1.66,0.007,0.3,1,-14
27868,26,23,4,80.41,1.89,0.011,0.6,1,-15
42660,26,23,5,80.61,2.48,0.012,0.4,1,-14
21410,26,23,6,80.22,3.18,0.022,0.8,2,-14
21678,26,23,7,80.39,4.94,0.034,0.6,1,-22
2009917,26,25,1,80.68,2.48,0.002,0.3,1,-15
160712,26,25,2,80.55,1.68,0.004,0.4,1,-14
84059,26,25,3,80.82,1.71,0.006,0.2,0,-14
34931,26,25,4,80.65,1.98,0.011,0.4,1,-16
42547,26,25,5,80.41,2.24,0.011,0.6,1,-14
26106,26,25,6,80.41,3.00,0.019,0.6,1,-12
5127,26,25,7,80.64,3.78,0.053,0.4,1,-13
2274820,26,27,1,80.74,2.66,0.002,0.3,1,-18
193170,26,27,2,80.78,1.57,0.004,0.2,0,-16
78363,26,27,3,80.60,1.68,0.006,0.4,1,-14
50013,26,27,4,80.31,2.09,0.009,0.7,1,-15
49441,26,27,5,80.87,2.42,0.011,0.1,0,-14
22424,26,27,6,80.58,3.01,0.020,0.4,1,-14
4819,26,27,7,80.66,4.02,0.058,0.3,1,-16
1708858,26,29,1,81.03,2.66,0.002,-0.0,0,-17
140260,26,29,2,80.66,1.62,0.004,0.3,1,-12
72033,26,29,3,80.71,1.70,0.006,0.3,1,-11
44034,26,29,4,80.33,2.00,0.010,0.7,1,-14
47632,26,29,5,80.46,2.40,0.011,0.5,1,-12
25409,26,29,6,80.44,3.00,0.019,0.6,1,-9
6524,26,29,7,80.55,4.09,0.051,0.4,1,-12
1725775,26,31,1,80.87,2.56,0.002,0.1,0,-18
137607,26,31,2,80.67,1.55,0.004,0.3,1,-15
83258,26,31,3,80.33,1.70,0.006,0.7,1,-15
37827,26,31,4,80.29,2.06,0.011,0.7,1,-15
39304,26,31,5,80.63,2.39,0.012,0.4,1,-14
22704,26,31,6,80.72,2.96,0.020,0.3,1,-13
6583,26,31,7,79.65,13.21,0.163,1.3,3,-14
1708697,26,33,1,80.98,2.53,0.002,0.0,0,-15
159192,26,33,2,80.28,1.57,0.004,0.7,1,-14
67803,26,33,3,80.28,1.67,0.006,0.7,1,-13
60182,26,33,4,80.75,2.02,0.008,0.3,1,-13
43706,26,33,5,80.50,2.27,0.011,0.5,1,-12
21998,26,33,6,80.72,2.94,0.020,0.3,1,-10
6053,26,33,7,79.27,12.33,0.159,1.7,3,-12
1897850,26,35,1,80.81,2.49,0.002,0.2,0,-19
195465,26,35,2,80.34,1.61,0.004,0.7,1,-16
84122,26,35,3,80.56,1.72,0.006,0.4,1,-15
44642,26,35,4,80.72,1.93,0.009,0.3,1,-15
46656,26,35,5,80.33,2.50,0.012,0.7,1,-16
24870,26,35,6,80.64,3.08,0.020,0.4,1,-14
4816,26,35,7,80.47,3.97,0.057,0.5,1,-18
1734809,26,37,1,80.74,2.53,0.002,0.3,1,-15
152565,26,37,2,80.74,1.70,0.004,0.3,1,-14
106155,26,37,3,80.42,1.81,0.006,0.6,1,-14
50078,26,37,4,80.23,2.06,0.009,0.8,2,-14
51500,26,37,5,80.48,2.34,0.010,0.5,1,-14
26974,26,37,6,80.24,3.02,0.018,0.8,2,-10
5576,26,37,7,80.20,3.91,0.052,0.8,2,-14
2203557,26,39,1,80.76,2.41,0.002,0.2,0,-19
154476,26,39,2,80.36,1.60,0.004,0.6,1,-18
90644,26,39,3,80.43,1.79,0.006,0.6,1,-17
41487,26,39,4,80.55,2.09,0.010,0.4,1,-17
48800,26,39,5,80.32,2.43,0.011,0.7,1,-17
22361,26,39,6,80.56,2.96,0.020,0.4,1,-15
7569,26,39,7,80.59,4.22,0.048,0.4,1,-18
1899102,26,41,1,80.67,2.59,0.002,0.3,1,-17
112659,26,41,2,80.56,1.61,0.005,0.4,1,-14
79672,26,41,3,80.75,1.69,0.006,0.2,0,-14
37810,26,41,4,80.43,1.97,0.010,0.6,1,-15
34790,26,41,5,80.25,2.22,0.012,0.7,1,-15
23267,26,41,6,80.17,3.01,0.020,0.8,2,-12
5749,26,41,7,80.58,3.76,0.050,0.4,1,-14
2032446,26,43,1,81.00,2.55,0.002,0.0,0,-19
125776,26,43,2,80.55,1.59,0.004,0.4,1,-17
64718,26,43,3,80.30,1.68,0.007,0.7,1,-16
41333,26,43,4,80.55,2.09,0.010,0.4,1,-16
38887,26,43,5,80.63,2.40,0.012,0.4,1,-15
19390,26,43,6,80.32,3.07,0.022,0.7,1,-14
6286,26,43,7,80.45,4.27,0.054,0.6,1,-19
1890448,26,45,1,80.65,2.52,0.002,0.3,1,-16
137592,26,45,2,80.43,1.57,0.004,0.6,1,-14
88795,26,45,3,80.65,1.78,0.006,0.3,1,-14
46812,26,45,4,80.42,2.06,0.010,0.6,1,-14
48756,26,45,5,80.14,2.39,0.011,0.9,2,-14
20735,26,45,6,80.31,2.94,0.020,0.7,1,-13
6263,26,45,7,80.48,3.95,0.050,0.5,1,-16
2047141,26,47,1,80.79,2.54,0.002,0.2,0,-17
94209,26,47,2,80.40,1.48,0.005,0.6,1,-15
86226,26,47,3,80.26,1.70,0.006,0.7,1,-14
28000,26,47,4,80.45,1.94,0.012,0.6,1,-14
33929,26,47,5,80.30,2.31,0.013,0.7,1,-13
19800,26,47,6,80.32,2.97,0.021,0.7,1,-12
4549,26,47,7,80.28,4.11,0.061,0.7,1,-17
1673044,26,49,1,80.75,2.61,0.002,0.3,1,-16
123814,26,49,2,80.47,1.58,0.004,0.5,1,-13
80847,26,49,3,80.34,1.75,0.006,0.7,1,-12
41665,26,49,4,80.40,1.98,0.010,0.6,1,-14
41461,26,49,5,80.49,2.32,0.011,0.5,1,-13
17875,26,49,6,80.34,2.89,0.022,0.7,1,-12
3836,26,49,7,80.37,3.53,0.057,0.6,1,-12
2314549,26,51,1,80.79,2.53,0.002,0.2,0,-17
140416,26,51,2,80.20,1.65,0.004,0.8,2,-15
62291,26,51,3,80.27,1.72,0.007,0.7,1,-14
36774,26,51,4,80.30,2.02,0.011,0.7,1,-14
32620,26,51,5,80.15,2.44,0.014,0.8,2,-12
19963,26,51,6,80.40,3.02,0.021,0.6,1,-12
