nDigis,iEta,iPhi,Depth,Mean TDC time[ns], TDC time RMS[ns], Uncertainty,Adjustment[ns],Adjustment[phase units]
51494,20,57,1,88.48,4.87,0.021,-7.5,-15
41335,20,58,1,88.52,4.74,0.023,-7.5,-15
10508,20,55,2,85.94,3.15,0.031,-4.9,-10
11017,20,56,2,86.29,3.13,0.030,-5.3,-11
11722,20,57,2,85.97,3.18,0.029,-5.0,-10
13191,20,58,2,85.25,3.28,0.029,-4.2,-8
7753,20,55,3,86.28,2.84,0.032,-5.3,-11
8172,20,56,3,85.45,3.01,0.033,-4.4,-9
5890,20,57,3,84.99,2.94,0.038,-4.0,-8
5706,20,58,3,84.92,2.95,0.039,-3.9,-8
2307,20,55,4,84.60,2.99,0.062,-3.6,-7
2176,20,56,4,85.35,3.10,0.066,-4.4,-9
2491,20,57,4,84.71,3.16,0.063,-3.7,-7
2442,20,58,4,84.11,3.14,0.064,-3.1,-6
1048,20,55,5,83.97,3.53,0.109,-3.0,-6
1101,20,56,5,84.94,3.17,0.096,-3.9,-8
944,20,57,5,84.09,3.26,0.106,-3.1,-6
1000,20,58,5,82.83,3.60,0.114,-1.8,-4
166,20,55,6,85.04,5.67,0.440,-4.0,-8
218,20,56,6,88.36,5.89,0.399,-7.4,-15
151,20,57,6,83.63,4.77,0.388,-2.6,-5
177,20,58,6,83.90,5.48,0.412,-2.9,-6
102419,21,55,1,90.44,4.43,0.014,-9.4,-19
95989,21,57,1,89.42,4.38,0.014,-8.4,-17
20783,21,55,2,87.45,2.69,0.019,-6.4,-13
24409,21,57,2,87.34,2.96,0.019,-6.3,-13
14785,21,55,3,87.14,2.77,0.023,-6.1,-12
8965,21,57,3,86.50,2.66,0.028,-5.5,-11
4359,21,55,4,87.63,2.84,0.043,-6.6,-13
5690,21,57,4,86.49,2.94,0.039,-5.5,-11
1863,21,55,5,85.76,3.17,0.073,-4.8,-10
1909,21,57,5,85.35,3.00,0.069,-4.3,-9
405,21,55,6,89.30,5.09,0.253,-8.3,-17
279,21,57,6,85.49,4.91,0.294,-4.5,-9
155945,22,55,1,90.28,4.10,0.010,-9.3,-19
45757,22,57,1,88.88,3.78,0.018,-7.9,-16
34466,22,55,2,87.39,2.51,0.014,-6.4,-13
28286,22,57,2,86.20,2.55,0.015,-5.2,-10
20306,22,55,3,88.33,2.51,0.018,-7.3,-15
18513,22,57,3,86.67,2.44,0.018,-5.7,-11
6402,22,55,4,86.50,2.72,0.034,-5.5,-11
6758,22,57,4,85.73,2.63,0.032,-4.7,-9
3759,22,55,5,86.76,3.14,0.051,-5.8,-12
3183,22,57,5,84.86,3.32,0.059,-3.9,-8
540,22,55,6,88.65,5.55,0.239,-7.6,-15
507,22,57,6,85.64,3.62,0.161,-4.6,-9
203797,23,55,1,90.16,3.52,0.008,-9.2,-18
171733,23,57,1,89.85,3.58,0.009,-8.8,-18
47252,23,55,2,88.06,2.35,0.011,-7.1,-14
47447,23,57,2,87.78,2.39,0.011,-6.8,-14
33596,23,55,3,87.87,2.38,0.013,-6.9,-14
15729,23,57,3,87.86,2.22,0.018,-6.9,-14
12572,23,55,4,89.43,2.75,0.025,-8.4,-17
11295,23,57,4,86.78,2.74,0.026,-5.8,-12
4926,23,55,5,87.10,3.16,0.045,-6.1,-12
5343,23,57,5,85.81,2.97,0.041,-4.8,-10
858,23,55,6,89.66,4.11,0.140,-8.7,-17
903,23,57,6,87.38,3.84,0.128,-6.4,-13
257953,24,55,1,90.68,3.19,0.006,-9.7,-19
82590,24,57,1,89.27,2.91,0.010,-8.3,-17
63879,24,55,2,89.25,1.94,0.008,-8.2,-16
48885,24,57,2,87.56,2.15,0.010,-6.6,-13
43555,24,55,3,89.97,2.16,0.010,-9.0,-18
37322,24,57,3,88.21,2.21,0.011,-7.2,-14
14138,24,55,4,86.88,2.42,0.020,-5.9,-12
17288,24,57,4,88.11,2.50,0.019,-7.1,-14
8206,24,55,5,86.80,3.13,0.035,-5.8,-12
7928,24,57,5,85.67,2.93,0.033,-4.7,-9
1514,24,55,6,88.80,4.48,0.115,-7.8,-16
1477,24,57,6,86.60,4.14,0.108,-5.6,-11
354459,25,55,1,90.08,2.72,0.005,-9.1,-18
360835,25,57,1,88.98,2.54,0.004,-8.0,-16
83476,25,55,2,88.64,1.91,0.007,-7.6,-15
87825,25,57,2,87.73,1.89,0.006,-6.7,-13
66942,25,55,3,88.21,2.06,0.008,-7.2,-14
59748,25,57,3,88.52,2.15,0.009,-7.5,-15
28336,25,55,4,89.76,2.53,0.015,-8.8,-18
30375,25,57,4,87.75,2.47,0.014,-6.7,-13
11367,25,55,5,88.20,3.00,0.028,-7.2,-14
12546,25,57,5,86.77,3.03,0.027,-5.8,-12
2895,25,55,6,90.07,3.91,0.073,-9.1,-18
3069,25,57,6,88.99,4.09,0.074,-8.0,-16
475443,26,55,1,90.53,2.41,0.003,-9.5,-19
135966,26,57,1,88.88,2.29,0.006,-7.9,-16
81814,26,55,2,89.48,1.68,0.006,-8.5,-17
78883,26,57,2,87.78,1.62,0.006,-6.8,-14
96670,26,55,3,88.78,1.83,0.006,-7.8,-16
97633,26,57,3,87.79,1.80,0.006,-6.8,-14
61570,26,55,4,89.06,2.14,0.009,-8.1,-16
55590,26,57,4,88.25,2.14,0.009,-7.3,-15
52728,26,55,5,88.32,2.41,0.010,-7.3,-15
47957,26,57,5,88.24,2.41,0.011,-7.2,-14
27570,26,55,6,88.29,3.07,0.019,-7.3,-15
29616,26,57,6,87.09,3.10,0.018,-6.1,-12
7325,26,55,7,90.12,4.03,0.047,-9.1,-18
5403,26,57,7,88.49,4.03,0.055,-7.5,-15
377728,27,55,1,89.35,2.09,0.003,-8.4,-17
401249,27,57,1,88.50,2.16,0.003,-7.5,-15
95731,27,55,2,88.21,1.52,0.005,-7.2,-14
81053,27,57,2,87.82,1.59,0.006,-6.8,-14
98706,27,55,3,87.92,1.77,0.006,-6.9,-14
79651,27,57,3,87.22,1.71,0.006,-6.2,-12
58516,27,55,4,90.58,2.04,0.008,-9.6,-19
61333,27,57,4,88.17,2.08,0.008,-7.2,-14
63430,27,55,5,88.31,2.59,0.010,-7.3,-15
61390,27,57,5,87.83,2.40,0.010,-6.8,-14
41622,27,55,6,88.87,3.36,0.016,-7.9,-16
30745,27,57,6,87.73,3.01,0.017,-6.7,-13
12008,27,55,7,90.40,4.14,0.038,-9.4,-19
8822,27,57,7,89.21,3.95,0.042,-8.2,-16
528396,28,55,1,89.22,1.49,0.002,-8.2,-16
81451,28,57,1,89.30,1.82,0.006,-8.3,-17
183754,28,55,2,88.48,1.34,0.003,-7.5,-15
13811,28,57,2,93.54,2.93,0.025,-12.5,-25
170276,28,55,3,88.93,1.59,0.004,-7.9,-16
38333,28,57,3,92.80,3.03,0.015,-11.8,-24
250752,28,55,4,89.73,2.03,0.004,-8.7,-17
326657,28,57,4,89.58,2.01,0.004,-8.6,-17
329703,28,55,5,89.07,2.20,0.004,-8.1,-16
387351,28,57,5,88.59,2.20,0.004,-7.6,-15
383367,28,55,6,88.74,2.53,0.004,-7.7,-15
355845,28,57,6,88.05,2.45,0.004,-7.1,-14
193753,28,55,7,91.17,3.91,0.009,-10.2,-20
122595,28,57,7,87.95,3.09,0.009,-7.0,-14
192310,29,55,1,89.20,1.71,0.004,-8.2,-16
10859,29,57,1,88.69,2.02,0.019,-7.7,-15
35082,29,55,2,89.11,1.63,0.009,-8.1,-16
1992,29,57,2,92.52,2.91,0.065,-11.5,-23
6508,29,55,3,89.72,1.79,0.022,-8.7,-17
3710,29,57,3,93.09,3.15,0.052,-12.1,-24
18253,-29,59,1,87.32,1.57,0.012,-6.3,-13
56295,-29,61,1,88.14,1.30,0.005,-7.1,-14
20944,-29,59,2,87.53,1.60,0.011,-6.5,-13
83148,-29,61,2,88.65,1.53,0.005,-7.6,-15
48919,-29,59,3,87.87,1.86,0.008,-6.9,-14
48447,-29,61,3,88.42,1.84,0.008,-7.4,-15
243174,-28,59,1,89.03,1.66,0.003,-8.0,-16
384239,-28,61,1,89.21,1.42,0.002,-8.2,-16
71854,-28,59,2,89.10,1.79,0.007,-8.1,-16
177967,-28,61,2,87.98,1.23,0.003,-7.0,-14
154474,-28,59,3,87.14,1.54,0.004,-6.1,-12
147016,-28,61,3,88.11,1.51,0.004,-7.1,-14
106890,-28,59,4,89.43,1.81,0.006,-8.4,-17
117598,-28,61,4,89.42,2.07,0.006,-8.4,-17
108970,-28,59,5,88.70,2.02,0.006,-7.7,-15
240243,-28,61,5,88.96,2.25,0.005,-8.0,-16
159879,-28,59,6,88.80,2.52,0.006,-7.8,-16
404203,-28,61,6,88.09,2.49,0.004,-7.1,-14
168256,-28,59,7,87.99,2.98,0.007,-7.0,-14
194603,-28,61,7,90.02,3.88,0.009,-9.0,-18
369901,-27,59,1,88.54,2.26,0.004,-7.5,-15
217938,-27,61,1,89.80,2.15,0.005,-8.8,-18
96486,-27,59,2,87.28,1.55,0.005,-6.3,-13
19331,-27,61,2,89.00,1.40,0.010,-8.0,-16
98595,-27,59,3,86.85,1.73,0.006,-5.8,-12
34367,-27,61,3,87.62,1.49,0.008,-6.6,-13
37705,-27,59,4,87.87,2.01,0.010,-6.9,-14
37241,-27,61,4,88.91,1.87,0.010,-7.9,-16
28906,-27,59,5,87.15,2.24,0.013,-6.2,-12
55230,-27,61,5,87.90,2.46,0.010,-6.9,-14
25192,-27,59,6,87.13,3.02,0.019,-6.1,-12
23907,-27,61,6,88.04,3.18,0.021,-7.0,-14
10626,-27,59,7,88.77,3.92,0.038,-7.8,-16
8662,-27,61,7,89.87,3.84,0.041,-8.9,-18
392983,-26,59,1,89.24,2.37,0.004,-8.2,-16
341435,-26,61,1,90.38,2.40,0.004,-9.4,-19
80930,-26,59,2,87.89,1.66,0.006,-6.9,-14
93064,-26,61,2,89.77,1.70,0.006,-8.8,-18
108942,-26,59,3,87.65,1.80,0.005,-6.6,-13
76428,-26,61,3,88.78,1.83,0.007,-7.8,-16
43783,-26,59,4,88.56,2.11,0.010,-7.6,-15
44439,-26,61,4,88.65,2.09,0.010,-7.7,-15
38529,-26,59,5,87.50,2.33,0.012,-6.5,-13
43899,-26,61,5,87.95,2.35,0.011,-7.0,-14
20017,-26,59,6,86.51,3.02,0.021,-5.5,-11
24817,-26,61,6,87.73,3.04,0.019,-6.7,-13
4974,-26,59,7,87.60,3.79,0.054,-6.6,-13
5222,-26,61,7,89.28,4.12,0.057,-8.3,-17
358364,-25,59,1,90.16,2.78,0.005,-9.2,-18
296844,-25,61,1,90.82,2.82,0.005,-9.8,-20
112321,-25,59,2,87.54,1.89,0.006,-6.5,-13
92209,-25,61,2,88.44,1.86,0.006,-7.4,-15
70459,-25,59,3,87.47,2.02,0.008,-6.5,-13
47574,-25,61,3,87.66,1.99,0.009,-6.7,-13
22130,-25,59,4,86.58,2.31,0.016,-5.6,-11
25396,-25,61,4,87.68,2.47,0.015,-6.7,-13
14158,-25,59,5,86.86,3.04,0.026,-5.9,-12
10407,-25,61,5,86.69,3.14,0.031,-5.7,-11
3006,-25,59,6,87.81,3.77,0.069,-6.8,-14
2714,-25,61,6,89.74,4.04,0.078,-8.7,-17
233034,-24,59,1,89.56,3.19,0.007,-8.6,-17
211414,-24,61,1,90.68,3.16,0.007,-9.7,-19
70895,-24,59,2,87.15,2.07,0.008,-6.2,-12
66973,-24,61,2,88.99,2.06,0.008,-8.0,-16
41849,-24,59,3,87.85,2.19,0.011,-6.9,-14
36130,-24,61,3,89.61,2.14,0.011,-8.6,-17
15916,-24,59,4,87.71,2.58,0.020,-6.7,-13
11873,-24,61,4,86.92,2.58,0.024,-5.9,-12
7027,-24,59,5,85.61,2.99,0.036,-4.6,-9
6188,-24,61,5,86.72,3.03,0.039,-5.7,-11
915,-24,59,6,86.70,4.34,0.143,-5.7,-11
1420,-24,61,6,87.49,4.15,0.110,-6.5,-13
161111,-23,59,1,89.92,3.54,0.009,-8.9,-18
150921,-23,61,1,90.44,3.67,0.009,-9.4,-19
65690,-23,59,2,87.47,2.48,0.010,-6.5,-13
51288,-23,61,2,88.12,2.27,0.010,-7.1,-14
29940,-23,59,3,87.04,2.40,0.014,-6.0,-12
26741,-23,61,3,88.28,2.47,0.015,-7.3,-15
7333,-23,59,4,86.34,2.47,0.029,-5.3,-11
11387,-23,61,4,87.59,2.76,0.026,-6.6,-13
4570,-23,59,5,84.84,3.08,0.046,-3.8,-8
3754,-23,61,5,85.19,3.06,0.050,-4.2,-8
924,-23,59,6,86.06,4.26,0.140,-5.1,-10
676,-23,61,6,87.77,4.20,0.162,-6.8,-14
112597,-22,59,1,89.63,4.03,0.012,-8.6,-17
119565,-22,61,1,90.33,4.05,0.012,-9.3,-19
38311,-22,59,2,87.38,2.68,0.014,-6.4,-13
34229,-22,61,2,87.11,2.55,0.014,-6.1,-12
15905,-22,59,3,87.38,2.55,0.020,-6.4,-13
21110,-22,61,3,88.61,2.68,0.018,-7.6,-15
6108,-22,59,4,86.71,2.73,0.035,-5.7,-11
5116,-22,61,4,86.53,2.69,0.038,-5.5,-11
2931,-22,59,5,84.89,3.15,0.058,-3.9,-8
2654,-22,61,5,86.02,3.19,0.062,-5.0,-10
394,-22,59,6,86.11,4.20,0.212,-5.1,-10
508,-22,61,6,86.77,5.09,0.226,-5.8,-12
109903,-21,59,1,89.98,4.35,0.013,-9.0,-18
96765,-21,61,1,90.24,4.39,0.014,-9.2,-18
25800,-21,59,2,86.40,2.73,0.017,-5.4,-11
28840,-21,61,2,87.42,2.82,0.017,-6.4,-13
16387,-21,59,3,86.50,2.74,0.021,-5.5,-11
12506,-21,61,3,87.17,2.76,0.025,-6.2,-12
3994,-21,59,4,86.23,2.79,0.044,-5.2,-10
5879,-21,61,4,86.99,3.01,0.039,-6.0,-12
1641,-21,59,5,84.09,3.24,0.080,-3.1,-6
1695,-21,61,5,84.54,3.16,0.077,-3.5,-7
392,-21,59,6,85.23,4.35,0.220,-4.2,-8
222,-21,61,6,86.99,4.41,0.296,-6.0,-12
38953,-20,59,1,87.82,4.80,0.024,-6.8,-14
50034,-20,60,1,88.58,4.81,0.022,-7.6,-15
42056,-20,61,1,89.51,4.98,0.024,-8.5,-17
38756,-20,62,1,89.49,4.96,0.025,-8.5,-17
13019,-20,59,2,85.81,3.22,0.028,-4.8,-10
11067,-20,60,2,86.40,3.25,0.031,-5.4,-11
14884,-20,61,2,86.43,3.18,0.026,-5.4,-11
11007,-20,62,2,85.49,3.08,0.029,-4.5,-9
6144,-20,59,3,84.96,3.03,0.039,-4.0,-8
9130,-20,60,3,84.32,2.97,0.031,-3.3,-7
6963,-20,61,3,85.20,2.93,0.035,-4.2,-8
7127,-20,62,3,85.47,2.89,0.034,-4.5,-9
1834,-20,59,4,84.52,2.98,0.070,-3.5,-7
1599,-20,60,4,84.84,2.89,0.072,-3.8,-8
3037,-20,61,4,86.08,3.21,0.058,-5.1,-10
2183,-20,62,4,84.83,2.91,0.062,-3.8,-8
1067,-20,59,5,83.32,3.44,0.105,-2.3,-5
1021,-20,60,5,83.91,3.41,0.107,-2.9,-6
807,-20,61,5,82.85,3.15,0.111,-1.8,-4
827,-20,62,5,84.09,3.02,0.105,-3.1,-6
120,-20,59,6,84.25,5.39,0.492,-3.2,-6
208,-20,60,6,83.35,5.34,0.370,-2.3,-5
112,-20,61,6,86.45,6.59,0.623,-5.4,-11
157,-20,62,6,84.17,6.58,0.525,-3.2,-6
39738,-19,59,1,88.87,5.25,0.026,-7.9,-16
38856,-19,60,1,88.58,5.18,0.026,-7.6,-15
38322,-19,61,1,89.50,5.24,0.027,-8.5,-17
34058,-19,62,1,89.21,5.34,0.029,-8.2,-16
10391,-19,59,2,85.32,3.49,0.034,-4.3,-9
7879,-19,60,2,85.12,3.36,0.038,-4.1,-8
9116,-19,61,2,85.59,3.32,0.035,-4.6,-9
8959,-19,62,2,85.92,3.39,0.036,-4.9,-10
5548,-19,59,3,84.96,3.29,0.044,-4.0,-8
7460,-19,60,3,84.70,3.21,0.037,-3.7,-7
5895,-19,61,3,84.86,3.21,0.042,-3.9,-8
6001,-19,62,3,85.78,3.11,0.040,-4.8,-10
1461,-19,59,4,84.41,3.05,0.080,-3.4,-7
1532,-19,60,4,84.55,2.94,0.075,-3.6,-7
1598,-19,61,4,85.33,3.08,0.077,-4.3,-9
1409,-19,62,4,84.62,3.09,0.082,-3.6,-7
795,-19,59,5,82.54,3.25,0.115,-1.5,-3
664,-19,60,5,82.23,3.51,0.136,-1.2,-2
712,-19,61,5,82.36,3.61,0.135,-1.4,-3
586,-19,62,5,83.03,3.99,0.165,-2.0,-4
98,-19,59,6,82.46,4.53,0.457,-1.5,-3
125,-19,60,6,83.66,5.18,0.463,-2.7,-5
93,-19,61,6,86.19,7.24,0.751,-5.2,-10
117,-19,62,6,84.79,7.29,0.674,-3.8,-8
13810,-18,59,2,85.78,4.17,0.035,-4.8,-10
13251,-18,60,2,85.83,4.26,0.037,-4.8,-10
12061,-18,61,2,86.56,4.23,0.039,-5.6,-11
12756,-18,62,2,87.16,4.26,0.038,-6.2,-12
8812,-18,59,3,84.76,3.55,0.038,-3.8,-8
7063,-18,60,3,83.53,3.50,0.042,-2.5,-5
7902,-18,61,3,84.69,3.26,0.037,-3.7,-7
6348,-18,62,3,84.76,3.44,0.043,-3.8,-8
1046,-18,59,4,83.20,3.41,0.106,-2.2,-4
821,-18,60,4,84.12,3.52,0.123,-3.1,-6
1138,-18,61,4,84.17,4.00,0.119,-3.2,-6
940,-18,62,4,84.59,3.27,0.107,-3.6,-7
531,-18,59,5,82.61,4.00,0.174,-1.6,-3
486,-18,60,5,82.77,3.90,0.177,-1.8,-4
544,-18,61,5,84.14,4.34,0.186,-3.1,-6
455,-18,62,5,83.82,3.40,0.159,-2.8,-6
7409,-17,59,2,87.08,4.23,0.049,-6.1,-12
9400,-17,60,2,85.90,4.38,0.045,-4.9,-10
12222,-17,61,2,87.19,4.35,0.039,-6.2,-12
6762,-17,62,2,87.38,4.21,0.051,-6.4,-13
1224,-17,59,3,84.44,4.26,0.122,-3.4,-7
1054,-17,60,3,83.58,4.03,0.124,-2.6,-5
1192,-17,61,3,85.40,4.70,0.136,-4.4,-9
1200,-17,62,3,85.03,4.23,0.122,-4.0,-8
1711,-16,59,4,87.50,5.01,0.121,-6.5,-13
2342,-16,60,4,86.86,5.18,0.107,-5.9,-12
3068,-16,61,4,87.80,5.16,0.093,-6.8,-14
2378,-16,62,4,87.60,4.91,0.101,-6.6,-13
2848,16,59,4,88.38,4.98,0.093,-7.4,-15
3725,16,60,4,89.31,5.22,0.085,-8.3,-17
2401,16,61,4,86.68,5.33,0.109,-5.7,-11
1917,16,62,4,88.12,5.07,0.116,-7.1,-14
15006,17,59,2,89.04,4.49,0.037,-8.0,-16
12835,17,60,2,89.68,4.33,0.038,-8.7,-17
8125,17,61,2,86.83,4.18,0.046,-5.8,-12
9108,17,62,2,87.01,4.23,0.044,-6.0,-12
1334,17,59,3,85.85,3.74,0.102,-4.9,-10
1408,17,60,3,86.15,4.25,0.113,-5.1,-10
1485,17,61,3,86.03,3.71,0.096,-5.0,-10
1299,17,62,3,85.66,4.24,0.118,-4.7,-9
8178,18,59,2,87.55,4.13,0.046,-6.5,-13
12573,18,60,2,87.38,4.21,0.038,-6.4,-13
39086,18,61,2,88.52,4.80,0.024,-7.5,-15
13243,18,62,2,86.68,4.20,0.036,-5.7,-11
6602,18,59,3,85.46,3.22,0.040,-4.5,-9
5790,18,60,3,85.88,3.20,0.042,-4.9,-10
7045,18,61,3,84.64,3.37,0.040,-3.6,-7
7226,18,62,3,85.35,3.50,0.041,-4.3,-9
1148,18,59,4,85.46,3.72,0.110,-4.5,-9
1216,18,60,4,85.28,3.25,0.093,-4.3,-9
1439,18,61,4,85.22,3.53,0.093,-4.2,-8
1319,18,62,4,84.61,3.34,0.092,-3.6,-7
636,18,59,5,85.19,3.69,0.146,-4.2,-8
517,18,60,5,85.72,3.64,0.160,-4.7,-9
578,18,61,5,84.29,3.71,0.154,-3.3,-7
646,18,62,5,83.35,3.51,0.138,-2.4,-5
38365,19,59,1,89.75,5.21,0.027,-8.7,-17
36245,19,60,1,90.50,5.22,0.027,-9.5,-19
25279,19,61,1,90.59,4.89,0.031,-9.6,-19
37993,19,62,1,89.20,5.27,0.027,-8.2,-16
9846,19,59,2,87.61,3.48,0.035,-6.6,-13
8405,19,60,2,87.04,3.38,0.037,-6.0,-12
8152,19,61,2,85.40,3.52,0.039,-4.4,-9
8463,19,62,2,85.63,3.50,0.038,-4.6,-9
6411,19,59,3,86.91,3.24,0.040,-5.9,-12
4536,19,60,3,86.19,3.09,0.046,-5.2,-10
7263,19,61,3,85.93,3.30,0.039,-4.9,-10
5886,19,62,3,86.00,3.42,0.045,-5.0,-10
1901,19,59,4,85.22,2.97,0.068,-4.2,-8
1836,19,60,4,86.20,2.96,0.069,-5.2,-10
2381,19,61,4,85.85,3.37,0.069,-4.9,-10
1906,19,62,4,85.33,3.27,0.075,-4.3,-9
606,19,59,5,84.09,3.54,0.144,-3.1,-6
777,19,60,5,84.64,3.39,0.122,-3.6,-7
752,19,61,5,84.32,3.56,0.130,-3.3,-7
706,19,62,5,83.09,3.33,0.125,-2.1,-4
145,19,59,6,84.93,6.41,0.533,-3.9,-8
84,19,60,6,87.35,6.10,0.666,-6.3,-13
121,19,61,6,85.88,7.56,0.687,-4.9,-10
117,19,62,6,82.73,4.88,0.451,-1.7,-3
50600,20,59,1,89.52,4.97,0.022,-8.5,-17
45414,20,60,1,90.33,4.79,0.022,-9.3,-19
25620,20,61,1,89.77,4.53,0.028,-8.8,-18
45585,20,62,1,88.89,4.89,0.023,-7.9,-16
11169,20,59,2,86.99,3.26,0.031,-6.0,-12
13311,20,60,2,87.88,3.07,0.027,-6.9,-14
12060,20,61,2,85.97,3.21,0.029,-5.0,-10
12149,20,62,2,86.07,3.18,0.029,-5.1,-10
7115,20,59,3,86.40,3.06,0.036,-5.4,-11
5772,20,60,3,85.33,2.75,0.036,-4.3,-9
8799,20,61,3,85.16,3.08,0.033,-4.2,-8
5916,20,62,3,85.83,3.01,0.039,-4.8,-10
2404,20,59,4,85.71,3.13,0.064,-4.7,-9
2537,20,60,4,86.67,3.09,0.061,-5.7,-11
2354,20,61,4,85.97,3.19,0.066,-5.0,-10
2036,20,62,4,84.69,3.08,0.068,-3.7,-7
911,20,59,5,84.79,3.75,0.124,-3.8,-8
1146,20,60,5,84.64,3.50,0.103,-3.6,-7
1121,20,61,5,84.90,3.53,0.105,-3.9,-8
1190,20,62,5,83.97,3.48,0.101,-3.0,-6
159,20,59,6,86.78,6.96,0.552,-5.8,-12
144,20,60,6,88.86,7.88,0.657,-7.9,-16
215,20,61,6,85.89,5.51,0.375,-4.9,-10
180,20,62,6,83.55,3.91,0.291,-2.6,-5
103930,21,59,1,92.16,4.40,0.014,-11.2,-22
36757,21,61,1,91.30,3.99,0.021,-10.3,-21
29554,21,59,2,89.14,2.79,0.016,-8.1,-16
24369,21,61,2,87.01,2.87,0.018,-6.0,-12
15010,21,59,3,88.17,2.83,0.023,-7.2,-14
14489,21,61,3,87.15,2.71,0.023,-6.2,-12
6227,21,59,4,88.99,3.01,0.038,-8.0,-16
6069,21,61,4,88.10,2.98,0.038,-7.1,-14
1640,21,59,5,86.38,3.30,0.081,-5.4,-11
2161,21,61,5,85.57,3.06,0.066,-4.6,-9
255,21,59,6,89.95,5.60,0.351,-9.0,-18
437,21,61,6,86.70,5.02,0.240,-5.7,-11
127579,22,59,1,91.20,4.10,0.011,-10.2,-20
118378,22,61,1,89.68,3.93,0.011,-8.7,-17
34092,22,59,2,88.05,2.53,0.014,-7.0,-14
31786,22,61,2,87.31,2.54,0.014,-6.3,-13
23232,22,59,3,89.24,2.70,0.018,-8.2,-16
17439,22,61,3,87.49,2.54,0.019,-6.5,-13
5859,22,59,4,86.77,2.60,0.034,-5.8,-12
6602,22,61,4,87.20,2.49,0.031,-6.2,-12
2780,22,59,5,86.48,2.93,0.056,-5.5,-11
2772,22,61,5,85.98,3.10,0.059,-5.0,-10
533,22,59,6,89.01,5.27,0.228,-8.0,-16
496,22,61,6,85.77,3.99,0.179,-4.8,-10
185840,23,59,1,91.50,3.62,0.008,-10.5,-21
65637,23,61,1,91.52,3.34,0.013,-10.5,-21
58994,23,59,2,89.00,2.25,0.009,-8.0,-16
59239,23,61,2,87.97,2.41,0.010,-7.0,-14
33919,23,59,3,89.01,2.42,0.013,-8.0,-16
31143,23,61,3,88.79,2.44,0.014,-7.8,-16
11870,23,59,4,89.00,2.68,0.025,-8.0,-16
11382,23,61,4,87.68,2.51,0.024,-6.7,-13
4649,23,59,5,86.94,3.09,0.045,-5.9,-12
5941,23,61,5,87.15,3.26,0.042,-6.1,-12
562,23,59,6,89.59,4.63,0.195,-8.6,-17
1215,23,61,6,86.92,3.99,0.115,-5.9,-12
222434,24,59,1,90.79,3.10,0.007,-9.8,-20
223247,24,61,1,90.31,3.17,0.007,-9.3,-19
81056,24,59,2,89.25,2.02,0.007,-8.3,-17
54531,24,61,2,88.14,2.08,0.009,-7.1,-14
42439,24,59,3,89.37,2.18,0.011,-8.4,-17
37716,24,61,3,88.82,2.22,0.011,-7.8,-16
16750,24,59,4,88.15,2.49,0.019,-7.1,-14
17973,24,61,4,88.36,2.42,0.018,-7.4,-15
6113,24,59,5,87.73,3.15,0.040,-6.7,-13
7257,24,61,5,86.40,2.91,0.034,-5.4,-11
1368,24,59,6,89.32,4.54,0.123,-8.3,-17
1404,24,61,6,87.61,4.22,0.113,-6.6,-13
298079,25,59,1,92.42,2.88,0.005,-11.4,-23
126802,25,61,1,90.95,2.68,0.008,-10.0,-20
103296,25,59,2,89.36,1.82,0.006,-8.4,-17
127865,25,61,2,88.09,1.98,0.006,-7.1,-14
52223,25,59,3,89.44,1.97,0.009,-8.4,-17
63036,25,61,3,89.08,2.12,0.008,-8.1,-16
28214,25,59,4,88.98,2.36,0.014,-8.0,-16
33119,25,61,4,88.73,2.43,0.013,-7.7,-15
10895,25,59,5,88.54,2.99,0.029,-7.5,-15
15925,25,61,5,86.91,2.95,0.023,-5.9,-12
1726,25,59,6,91.09,4.08,0.098,-10.1,-20
3673,25,61,6,88.68,4.24,0.070,-7.7,-15
429831,26,59,1,90.45,2.26,0.003,-9.4,-19
341698,26,61,1,89.96,2.43,0.004,-9.0,-18
100267,26,59,2,89.73,1.60,0.005,-8.7,-17
86559,26,61,2,88.16,1.63,0.006,-7.2,-14
96375,26,59,3,89.13,1.76,0.006,-8.1,-16
91172,26,61,3,87.87,1.77,0.006,-6.9,-14
63451,26,59,4,90.10,2.12,0.008,-9.1,-18
64912,26,61,4,88.56,1.99,0.008,-7.6,-15
51090,26,59,5,88.97,2.50,0.011,-8.0,-16
46382,26,61,5,88.58,2.22,0.010,-7.6,-15
24247,26,59,6,88.69,3.12,0.020,-7.7,-15
20709,26,61,6,87.56,2.88,0.020,-6.6,-13
5314,26,59,7,90.55,3.99,0.055,-9.6,-19
6136,26,61,7,89.01,3.67,0.047,-8.0,-16
295494,27,59,1,90.39,2.08,0.004,-9.4,-19
73283,27,61,1,90.02,2.15,0.008,-9.0,-18
105250,27,59,2,89.57,1.49,0.005,-8.6,-17
93001,27,61,2,88.00,1.53,0.005,-7.0,-14
88584,27,59,3,88.22,1.68,0.006,-7.2,-14
93537,27,61,3,87.59,1.63,0.005,-6.6,-13
45442,27,59,4,89.72,1.92,0.009,-8.7,-17
66236,27,61,4,88.78,1.94,0.008,-7.8,-16
47014,27,59,5,89.01,2.37,0.011,-8.0,-16
62154,27,61,5,87.35,2.31,0.009,-6.3,-13
32520,27,59,6,89.76,3.24,0.018,-8.8,-18
37480,27,61,6,87.48,3.11,0.016,-6.5,-13
